ItemId,ImageURL,Title,OriginalPrice,SalePrice,Discount,Rating,Orders,BuyLink,CouponCode,Opening,Strengths,Video Url
1005007530415373,https://ae-pic-a1.aliexpress-media.com/kf/Sf9bf916971104fe8ac4d5102d1cc46b89.jpg,ANBERNIC RG40XX H ידני משחק קונסולה 4.0-in 640*480 מסך IPS 3200mAh 64 Bit System With RGB Light Built in 5K+משחקs RG40XXH,706.03,179.9,74%,94.5%,9433,https://s.click.aliexpress.com/e/_op8HWE9,,🎮 גיימינג מדויק – שליטה מהירה ותגובה מיידית!,"ANBERNIC RG40XX H ידני משחק קונסולה 4.0-in 640*480 מסך IPS 3200mAh 64 Bit System With RGB Light Built in 5K+משחקs RG40XXH
• שליטה מדויקת 🎮
• עיצוב ארגונומי 🖐
• תאימות רחבה לפלטפורמות 🖥",
1005009094624582,https://ae-pic-a1.aliexpress-media.com/kf/S092a7e3a3246493ea8b24655826d022ae.jpg,Brooks Glycerin Max Neutral Running & Walking Shoe Men’s&Women’s,439.92,172.14,60%,92.1%,928,https://s.click.aliexpress.com/e/_onJ4Df3,,✨ מוצר חכם שישדרג את היום שלכם!,"Brooks Glycerin Max Neutral Running & Walking Shoe Men’s&Women’s
• עיצוב מודרני ✨
• שימוש קל ונוח ⚡
• מותאם לצרכים שלכם 🎯",
1005007816279282,https://ae-pic-a1.aliexpress-media.com/kf/S9d2a73e13e0c40258e49a4cf2f1757dd8.jpg,Stream Dock Mini Visual Keyboard 15Keys StreamDeck LCD Button Live Content Creation Controller Custom Button For Win/MacOS Gifts,504.85,137.82,72%,92.4%,2818,https://s.click.aliexpress.com/e/_oklz8tb,,🎮 גיימינג מדויק – שליטה מהירה ותגובה מיידית!,"Stream Dock Mini Visual Keyboard 15Keys StreamDeck LCD Button Live Content Creation Controller Custom Button For Win/MacOS Gifts
• שליטה מדויקת 🎮
• עיצוב ארגונומי 🖐
• תאימות רחבה לפלטפורמות 🖥",
1005008590792929,https://ae-pic-a1.aliexpress-media.com/kf/A83516346db4c4d49a8a1cc15392ee8a4b.jpg,"2025 COLMI R12 חכם Ring with Display מסך and Touch, אלחוטי טעינה, Health Manager, 5 ATM עמיד במים For Men Women",230.44,85.98,62%,90.5%,3001,https://s.click.aliexpress.com/e/_okhv3Ap,,✨ מוצר חכם שישדרג את היום שלכם!,"2025 COLMI R12 חכם Ring with Display מסך and Touch, אלחוטי טעינה, Health Manager, 5 ATM עמיד במים For Men Women
• עיצוב מודרני ✨
• שימוש קל ונוח ⚡
• מותאם לצרכים שלכם 🎯",
1005006994960071,https://ae-pic-a1.aliexpress-media.com/kf/S681b2ab3798d4fba99283f41add42e01l.jpg,Xiaomi Mijia מדחס אוויר נייד 2D Mini נייד Electric Air קומפרסור Treasure 150PSI Type-C LED Multitool Xiaomi Inflator,250.12,112.55,55%,98.0%,23985,https://s.click.aliexpress.com/e/_oBQSBVX,,"🌀 ביצועים חזקים – נייד, מהיר ומוכן לכל משימה!","Xiaomi Mijia מדחס אוויר נייד 2D Mini נייד Electric Air קומפרסור Treasure 150PSI Type-C LED Multitool Xiaomi Inflator
• עוצמה גבוהה ⚡
• נייד וקומפקטי 🚗
• טעינה מהירה 🔋",
32696764096,https://ae-pic-a1.aliexpress-media.com/kf/S274bf70e0cfe486398c9fdeebd2ccff9p.png,Retekess V115 Radio FM AM SW נייד Radios AM FM נטען רדיו גלים קצרים Battery Powered Full Waves USB Recorder For Gift,132.55,65.86,50%,95.8%,1142,https://s.click.aliexpress.com/e/_oBYjYHF,,📡 קליטה חדה וקשר יציב – בכל מקום!,"Retekess V115 Radio FM AM SW נייד Radios AM FM נטען רדיו גלים קצרים Battery Powered Full Waves USB Recorder For Gift
• קליטה יציבה בטווח רחב 📡
• סוללה חזקה 🔋
• מבנה קשיח לשטח 🧭",https://video.aliexpress-media.com/play/u/ae_sg_item/202116382/p/1/e/6/t/10301/1100125667037.mp4
1005007009985780,https://ae-pic-a1.aliexpress-media.com/kf/S5349e0eed9ce42d0bd43d8b5cd0cdcb04.jpg,2025 New Al Science Diagnosis Blood Lipids Uric Acid Blood Oxygen חכם Watch Men ECG+PPG Voice Bluetooth Call Health חכםwatch,226.97,68.09,70%,91.7%,4721,https://s.click.aliexpress.com/e/_oCNoLtR,,✨ מוצר חכם שישדרג את היום שלכם!,"2025 New Al Science Diagnosis Blood Lipids Uric Acid Blood Oxygen חכם Watch Men ECG+PPG Voice Bluetooth Call Health חכםwatch
• עיצוב מודרני ✨
• שימוש קל ונוח ⚡
• מותאם לצרכים שלכם 🎯",
1005006967391791,https://ae-pic-a1.aliexpress-media.com/kf/S608884bea29c4e759bc3aeb59d0de391d.jpg,משחקpad אלחוטי Gaming Controller Machenike G5 Pro Elite Hall Trigger בקר משחק Mecha-Tactile Buttons For Switch PC Android IOS,231.86,106.66,54%,98.0%,7015,https://s.click.aliexpress.com/e/_omzpBeh,,🎮 גיימינג מדויק – שליטה מהירה ותגובה מיידית!,"משחקpad אלחוטי Gaming Controller Machenike G5 Pro Elite Hall Trigger בקר משחק Mecha-Tactile Buttons For Switch PC Android IOS
• שליטה מדויקת 🎮
• עיצוב ארגונומי 🖐
• תאימות רחבה לפלטפורמות 🖥",https://video.aliexpress-media.com/play/u/ae_sg_item/239194804/p/1/e/6/t/10301/1100195774241.mp4
1005007331291294,https://ae-pic-a1.aliexpress-media.com/kf/Sd06a3528259643ac9fa48d767daaaf5fI.jpg,JIKONG BMS 4S/24S 12V 24V 72V Active Balance BMS חכם BMS 40A 60A 80A 100A  200A 300A Lifepo4 Li-Ion Lto 18650 Battery BMS,294.48,91.29,69%,98.9%,237,https://s.click.aliexpress.com/e/_oFEpcvj,,✨ מוצר חכם שישדרג את היום שלכם!,"JIKONG BMS 4S/24S 12V 24V 72V Active Balance BMS חכם BMS 40A 60A 80A 100A  200A 300A Lifepo4 Li-Ion Lto 18650 Battery BMS
• עיצוב מודרני ✨
• שימוש קל ונוח ⚡
• מותאם לצרכים שלכם 🎯",
32976955582,https://ae-pic-a1.aliexpress-media.com/kf/S879f2260335541e196046869cbeb36abu.jpg,Oneodio Fusion A70 Bluetooth 5.2 אוזניות Hi-Res Audio Over Ear אלחוטי אוזניות Professional Studio Monitor DJ אוזניות 72H,187.64,119.6,36%,97.1%,1839,https://s.click.aliexpress.com/e/_ooqDFiD,,🎧 שדרגו את ההאזנה – צליל חד וברור בכל רגע!,"Oneodio Fusion A70 Bluetooth 5.2 אוזניות Hi-Res Audio Over Ear אלחוטי אוזניות Professional Studio Monitor DJ אוזניות 72H
• איכות צליל חדה 🎵
• נוחות בשימוש ממושך 🎧
• חיי סוללה ארוכים 🔋",
1005007508375209,https://ae-pic-a1.aliexpress-media.com/kf/S776db59792cd43e98501dac298e74288m.jpg,MIYOO Mini Plus נייד Retro ידני משחק קונסולה V2 Mini+ מסך IPS Classic Video משחק קונסולה Linux System Children's Gift,480.07,122.32,74%,96.1%,7506,https://s.click.aliexpress.com/e/_oljRn89,,🎮 גיימינג מדויק – שליטה מהירה ותגובה מיידית!,"MIYOO Mini Plus נייד Retro ידני משחק קונסולה V2 Mini+ מסך IPS Classic Video משחק קונסולה Linux System Children's Gift
• שליטה מדויקת 🎮
• עיצוב ארגונומי 🖐
• תאימות רחבה לפלטפורמות 🖥",
1005007424025338,https://ae-pic-a1.aliexpress-media.com/kf/Sbb21f0ecc6284888803192d262a841f9F.jpg,R36S Retro ידני Video משחק קונסולה Linux System 3.5 Inch מסך IPS R35s Plus נייד Pocket Video Player 64GB 128GB,384.45,97.95,74%,94.5%,11315,https://s.click.aliexpress.com/e/_oE4novj,,🎮 גיימינג מדויק – שליטה מהירה ותגובה מיידית!,"R36S Retro ידני Video משחק קונסולה Linux System 3.5 Inch מסך IPS R35s Plus נייד Pocket Video Player 64GB 128GB
• שליטה מדויקת 🎮
• עיצוב ארגונומי 🖐
• תאימות רחבה לפלטפורמות 🖥",
1005006860905354,https://ae-pic-a1.aliexpress-media.com/kf/S83f9da56754640f29fb7438342593b730.jpg,RetroScaler2x AV to HDMI-compatible Converter and Line-doubler For Retro משחק קונסולהs PS2 N64 NES Dreamcast Saturn MD1 MD2,263.13,121.04,54%,99.8%,6087,https://s.click.aliexpress.com/e/_oocwQhb,,🎮 גיימינג מדויק – שליטה מהירה ותגובה מיידית!,"RetroScaler2x AV to HDMI-compatible Converter and Line-doubler For Retro משחק קונסולהs PS2 N64 NES Dreamcast Saturn MD1 MD2
• שליטה מדויקת 🎮
• עיצוב ארגונומי 🖐
• תאימות רחבה לפלטפורמות 🖥",
1005006356868188,https://ae-pic-a1.aliexpress-media.com/kf/Sf2b4fcd7ac14417daceca38120f7feb75.jpg,SJCAM C100 Plus מצלמת אקשן 4K 30M עמיד במים 2.4G WiFi Action Sport action cam EIS bicycle helmet motorcycles,337.49,125.92,62%,93.4%,3827,https://s.click.aliexpress.com/e/_ol5l7KD,,📷 תפסו כל רגע – צילום חד ומיוצב בכל מצב!,"SJCAM C100 Plus מצלמת אקשן 4K 30M עמיד במים 2.4G WiFi Action Sport action cam EIS bicycle helmet motorcycles
• וידאו חד ויציב 📷
• עמיד למים/שטח 💧
• חיבור מהיר ושליטה קלה 📡",https://video.aliexpress-media.com/play/u/ae_sg_item/2675953163/p/1/e/6/t/10301/1100200580525.mp4
1005007519390470,https://ae-pic-a1.aliexpress-media.com/kf/S8305bc7d0dd64e6a844a348c472f5df9X.jpg,Baofeng UV 21 Pro אלחוטי Copy Frequency מכשיר קשר 16 KM AM Long Range עמיד במים Multi-Band Type-C Charger Ham Radio UV 5R,276.35,88.43,68%,94.0%,672,https://s.click.aliexpress.com/e/_oDcw81F,,📡 קליטה חדה וקשר יציב – בכל מקום!,"Baofeng UV 21 Pro אלחוטי Copy Frequency מכשיר קשר 16 KM AM Long Range עמיד במים Multi-Band Type-C Charger Ham Radio UV 5R
• קליטה יציבה בטווח רחב 📡
• סוללה חזקה 🔋
• מבנה קשיח לשטח 🧭",
32765264904,https://ae-pic-a1.aliexpress-media.com/kf/S6e63c51475e2422dac606540a9748ac1P.jpg,TELESIN 6'' Dome Port 30M עמיד במים Case Housing For Gopro Hero 9 10 11 12 13 Trigger Dome Cover Lens Accessories,139.22,129.5,6%,87.1%,92,https://s.click.aliexpress.com/e/_oDpkUuv,,✨ מוצר חכם שישדרג את היום שלכם!,"TELESIN 6'' Dome Port 30M עמיד במים Case Housing For Gopro Hero 9 10 11 12 13 Trigger Dome Cover Lens Accessories
• עיצוב מודרני ✨
• שימוש קל ונוח ⚡
• מותאם לצרכים שלכם 🎯",https://video.aliexpress-media.com/play/u/ae_sg_item/205936020/p/1/e/6/t/10301/1100163342837.mp4
1005006495729113,https://ae-pic-a1.aliexpress-media.com/kf/S05a8d44533554ced935a6d8b1f388c142.png,Trimui חכם Pro ידני משחק קונסולה 4.96''מסך IPS Linux System בקר משחק RGB Lighting חכםpro Retro Video משחק Player Gift,489.7,191.62,60%,96.0%,3352,https://s.click.aliexpress.com/e/_op9NrNR,,🎮 גיימינג מדויק – שליטה מהירה ותגובה מיידית!,"Trimui חכם Pro ידני משחק קונסולה 4.96''מסך IPS Linux System בקר משחק RGB Lighting חכםpro Retro Video משחק Player Gift
• שליטה מדויקת 🎮
• עיצוב ארגונומי 🖐
• תאימות רחבה לפלטפורמות 🖥",
1005007884966031,https://ae-pic-a1.aliexpress-media.com/kf/Sfc9d9014d1b846688310176d171d81e0b.png,GLXD4 BETA58A Professional Dual אלחוטי מיקרופוןrophone System Stage Performances UHF Dynamic 2 Channel Dual ידני,277.68,113.71,59%,91.3%,1692,https://s.click.aliexpress.com/e/_omKJVet,,"🎤 קול מקצועי – לשידורים, פודקאסטים והקלטות!","GLXD4 BETA58A Professional Dual אלחוטי מיקרופוןrophone System Stage Performances UHF Dynamic 2 Channel Dual ידני
• איכות קול מקצועית 🎤
• שליטה נוחה 🎛️
• מבנה קשיח ואמין 🛠️",
1005007407763069,https://ae-pic-a1.aliexpress-media.com/kf/Seb6dfc3c378c48d0a3eefe466f7ed9e2X.jpg,50M אלחוטי Video Transmitter Receiver HDMI-Compatible Extender TV Stick מסך Mirror Adapter Switch DVD PC To TV מקרן,219.29,65.79,70%,93.7%,871,https://s.click.aliexpress.com/e/_ol5WI25,,📺 קולנוע בבית – חוויית צפייה חדה ומרגשת!,"50M אלחוטי Video Transmitter Receiver HDMI-Compatible Extender TV Stick מסך Mirror Adapter Switch DVD PC To TV מקרן
• איכות תמונה חדה 🌟
• חיבור יציב ומהיר 📡
• תפעול אינטואיטיבי ⚡",
1005006033882389,https://ae-pic-a1.aliexpress-media.com/kf/S6cd2443ba01c427b884ace60329455d9t.jpg,"FIFINE Gaming Audio Mixer,Streaming 4-Channel RGB Mixer with XLR מיקרופוןrophone Interface,for משחק Voice,Podcast,Ampliמשחק SC3",395.69,111.63,71%,95.7%,4008,https://s.click.aliexpress.com/e/_oEWE5PT,,🎮 גיימינג מדויק – שליטה מהירה ותגובה מיידית!,"FIFINE Gaming Audio Mixer,Streaming 4-Channel RGB Mixer with XLR מיקרופוןrophone Interface,for משחק Voice,Podcast,Ampliמשחק SC3
• שליטה מדויקת 🎮
• עיצוב ארגונומי 🖐
• תאימות רחבה לפלטפורמות 🖥",https://video.aliexpress-media.com/play/u/ae_sg_item/234591151/p/1/e/6/t/10301/1100177576931.mp4
